Bill_Id,Bill_Title,Bill_Type,Parliamentary_Year,Term,Standing_Committee,Sponsor_Count,Party_Diversity,Parties,Sponsors
"The Press, Newspapers, News Agencies and Books Reg_5_15","The Press, Newspapers, News Agencies and Books Registration (Amendment) Bill, 2023 (Moved by Murtaza Javed Abbassi)
[Support]",Government,5,15,Not Applicable,1,1,PML-N,Marriyum Aurangzeb
"The Press, Newspapers, News Agencies and Books Reg_5_15","The Press, Newspapers, News Agencies and Books Registration (Amendment) Bill, 2023 (Moved by Murtaza Javed Abbasi)",Government,5,15,Not Applicable,1,1,PML-N,Marriyum Aurangzeb
"The Press Council of Pakistan (Amendment) Bill, 20_5_15","The Press Council of Pakistan (Amendment) Bill, 2023 (Moved by Marriyum Aurangzeb)
[Support]",Government,5,15,Not Applicable,1,1,PML-N,Marriyum Aurangzeb
"The Press Council of Pakistan (Amendment) Bill, 20_5_15","The Press Council of Pakistan (Amendment) Bill, 2023",Government,5,15,Not Applicable,1,1,PML-N,Marriyum Aurangzeb
"The President’s Salary, Allowances and Privileges _3_15","The President’s Salary, Allowances and Privileges (Amendment) Bill, 2020
[Support]",Government,3,15,Not Applicable,1,1,PTI,Zaheer-ud-Din Babar Awan
"The President’s Salary, Allowances and Privileges _5_14","The President’s Salary, Allowances and Privileges (Amendment) Bill, 2018
[Support]",Government,5,14,Not Applicable,1,1,PML-N,Sheikh Aftab Ahmed
"The Constitution (Amendment) Bill, 20201 (Amendmen_4_15","The Constitution (Amendment) Bill, 20201 (Amendment in Article-25)
[Support]",Private,4,15,Law and Justice,1,1,PPPP,Ms. Nafisa Shah
"The Constitution (Amendment) Bill, 2020 (Insertion_3_15","The Constitution (Amendment) Bill, 2020 (Insertion of Article26A)
[Support]",Private,3,15,Not Applicable,1,1,PTI,Nusrat Wahid
"The Constitution (Amendment) Bill, 2020 (Article-5_2_15","The Constitution (Amendment) Bill, 2020 (Article-59)
[Support]",Private,2,15,Not Applicable,1,1,IND,Mohsin Javed
"The Constitution (Amendment) Bill, 2020 (Article 3_2_15","The Constitution (Amendment) Bill, 2020 (Article 31)
[Support]",Private,2,15,Not Applicable,1,1,PML-N,Syed Javed Hassnain
"The Constitution (Amendment) Bill, 2020 (Article 2_2_15","The Constitution (Amendment) Bill, 2020 (Article 251)
[Support]",Private,2,15,Not Applicable,1,1,PML-N,Kesoo Mal Kheeal Das
"The President’s Salary, Allowances and Privileges _5_14","The President’s Salary, Allowances and Privileges (Amendment) Bill, 2018",Government,5,14,Not Applicable,1,1,PML-N,Sheikh Aftab Ahmed
"The President's Salary, Allowances and Privileges _3_15","The President's Salary, Allowances and Privileges (Amendment) Bill, 2020
[Support]",Government,3,15,Not Applicable,1,1,PTI,Zaheer-ud-Din Babar Awan
The Post Office National Savings Certificates (Ame_4_15,"The Post Office National Savings Certificates (Amendment) Bill, 2021",Government,4,15,Not Applicable,1,1,PTI,Shaukat Fayaz Ahmed Tarin
The Prevention of Electronic Crimes (Amendment) Bi_4_15,"The Prevention of Electronic Crimes (Amendment) Bill, 2021
[Support]",Private,4,15,Not Applicable,1,1,PTI,Muhammad Aslam Khan
The Prevention of Drugs usage in Educational Insti_2_15,"The Prevention of Drugs usage in Educational Institutions Bill, 2020
[Support]",Private,2,15,Not Applicable,1,1,PPPP,Mrs. Shahida Rehmani
The Prevention of Cruelty to Animals (Amendment) B_5_14,"The Prevention of Cruelty to Animals (Amendment) Bill, 2018",Private,5,14,Not Applicable,1,1,PPPP,Syed Naveed Qammar
"The Constitution (Amendment) Bill, 2019 (Article 2_1_15","The Constitution (Amendment) Bill, 2019 (Article 25)
[Support]",Private,1,15,Not Applicable,1,1,PPPP,Ms. Nafisa Shah
"The Constitution (Amendment) Bill, 2019 (Article 1_1_15","The Constitution (Amendment) Bill, 2019 (Article 184)
[Support]",Private,1,15,Not Applicable,1,1,MMA,Mrs. Aliya Kamran
"The Constitution (Amendment) Bill, 2020 (Amendment_4_15","The Constitution (Amendment) Bill, 2020 (Amendment in Article- 1, 51, 59, 106, 154, 175A, 198 and 218)
[Support]",Private,4,15,Not Applicable,1,1,PML-N,Murtaza Javed Abbasi
"The Constitution (Amendment) Bill, 2020 (Amendment_2_15","The Constitution (Amendment) Bill, 2020 (Amendment in Article 259)
[Support]",Private,2,15,Not Applicable,1,1,PML-N,Choudhary Faqir Ahmad
"The Constitution (Amendment) Bill, 2020 (Amendment_4_15","The Constitution (Amendment) Bill, 2020 (Amendment in Article -25)
[Support]",Private,4,15,Not Applicable,1,1,PPPP,Ms. Nafisa Shah
"The Constitution (Amendment) Bill, 2019 (Article 8_2_15","The Constitution (Amendment) Bill, 2019 (Article 89)
[Support]",Private,2,15,Not Applicable,1,1,PPPP,Abdul Qadir Patel
"The Constitution (Amendment) Bill, 2020 (Article 1_2_15","The Constitution (Amendment) Bill, 2020 (Article 140 - A)
[Support]",Private,2,15,Not Applicable,1,1,PML-N,Syed Javed Hassnain
"The Constitution (Amendment) Bill, 2020 (Article 1_2_15","The Constitution (Amendment) Bill, 2020 (Article 1, 51 and 106)
[Support]",Private,2,15,Not Applicable,1,1,IND,Mohsin Javed
"The Constitution (Amendment) Bill, 2020 (Amendment_3_15","The Constitution (Amendment) Bill, 2020 (Amendment in Articles-1, 51 and 106)
[Support]",Private,3,15,Not Applicable,1,1,IND,Mohsin Javed
"The Constitution (Amendment) Bill, 2020 (Amendment_3_15","The Constitution (Amendment) Bill, 2020 (Amendment in Articles- 1,51 and 106)
[Support]",Private,3,15,Not Applicable,1,1,IND,Mohsin Javed
"The Constitution (Amendment) Bill, 2020 (Amendment_3_15","The Constitution (Amendment) Bill, 2020 (Amendment in Article-34A)
[Support]",Private,3,15,Not Applicable,1,1,PML-N,Syed Javed Hassnain
"The Constitution (Amendment) Bill, 2020 (Amendment_5_15","The Constitution (Amendment) Bill, 2020 (Amendment in Article-25
[Support]",Private,5,15,Not Applicable,1,1,PPPP,Ms. Nafisa Shah
"The Prevention of Corruption (Amendment) Bill, 201_1_15","The Prevention of Corruption (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,1,1,PTI,Sher Akbar Khan
The Prevention of Smuggling of Migrants (Amendment_4_15,"The Prevention of Smuggling of Migrants (Amendment) Bill, 2020
[Support]",Private,4,15,Interior and Narcotics Control,1,1,PTI,Nafeesa Inayatullah Khan Khattak
"The Prevention of Offences in Sports Bill, 2020
[S_3_15","The Prevention of Offences in Sports Bill, 2020
[Support]",Private,3,15,Not Applicable,1,1,MQM,Iqbal Muhammad Ali Khan
"The Prevention of Mal-Practices in Academia Bill, _3_14","The Prevention of Mal-Practices in Academia Bill, 2016
[Support]",Private,3,14,Not Applicable,1,1,PML-N,Shakila Luqman
"The Constitution (Amendment) Bill, 2019 (Amendment_3_15","The Constitution (Amendment) Bill, 2019 (Amendment in Article 51)
[Support]",Government,3,15,Not Applicable,1,1,MQM,Muhammad Farogh Nasim
"The Constitution (Amendment) Bill, 2019 (Amendment_3_15","The Constitution (Amendment) Bill, 2019 (Amendment in Article 48)
[Support]",Government,3,15,Not Applicable,1,1,MQM,Muhammad Farogh Nasim
"The Constitution (Amendment) Bill, 2019
[Support]_2_15","The Constitution (Amendment) Bill, 2019
[Support]",Government,2,15,Not Applicable,1,1,MQM,Muhammad Farogh Nasim
"The Constitution (Amendment) Bill, 2019
[Support]_1_15","The Constitution (Amendment) Bill, 2019
[Support]",Government,1,15,Not Applicable,1,1,MQM,Muhammad Farogh Nasim
"The Constitution (Amendment) Bill, 2018 (Articles _1_15","The Constitution (Amendment) Bill, 2018 (Articles 106)
[Support]",Private,1,15,Not Applicable,1,1,MMA,Moulana Abdul Akbar Chitrali
"The Constitution (Amendment) Bill, 2018 (Article 5_1_15","The Constitution (Amendment) Bill, 2018 (Article 51 and 106)
[Support]",Private,1,15,Not Applicable,1,1,PPPP,Naveed Aamir
"The Constitution (Amendment) Bill, 2018 (Article 3_1_15","The Constitution (Amendment) Bill, 2018 (Article 37)
[Support]",Private,1,15,Not Applicable,1,1,PTI,Dr. Ramesh Kumar Vankwani
"The Prevention of Electronic Crimes Bill, 2016_4_14","The Prevention of Electronic Crimes Bill, 2016",Government,4,14,Not Applicable,1,1,PML-N,Anusha Rahman Ahmad Khan
"The Prevention of Electronic Crimes Bill, 2015
[Su_2_14","The Prevention of Electronic Crimes Bill, 2015
[Support]",Government,2,14,Not Applicable,1,1,PML-N,Anusha Rahman Ahmad Khan
"The Prevention of Electronic Crimes Bill, 2015_3_14","The Prevention of Electronic Crimes Bill, 2015",Government,3,14,Not Applicable,1,1,PML-N,Anusha Rahman Ahmad Khan
The Prevention of Electronic Crimes (Amendment) Bi_1_16,"The Prevention of Electronic Crimes (Amendment) Bill, 2025
[Support]",Government,1,16,Not Applicable,1,1,IND,Syed Mohsin Raza Naqvi
The Prevention of Electronic Crimes (Amendment) Bi_1_16,"The Prevention of Electronic Crimes (Amendment) Bill, 2025",Government,1,16,Not Applicable,1,1,IND,Syed Mohsin Raza Naqvi
The Prevention of Electronic Crimes (Amendment) Bi_4_15,"The Prevention of Electronic Crimes (Amendment) Bill, 2022
[Support]",Private,4,15,"Information, Broadcasting and National Heritage",1,1,PTI,Muhammad Aslam Khan
The Private Power and Infrastructure Board (Amendm_5_14,"The Private Power and Infrastructure Board (Amendment) Bill, 2017
[Support]",Government,5,14,Not Applicable,1,1,PML-N,Abid Sher Ali
The Private Power and Infrastructure Board (Amendm_4_14,"The Private Power and Infrastructure Board (Amendment) Bill, 2016
[Support]",Government,4,14,Not Applicable,1,1,PML-N,Khawaja Muhammad Asif
The Private Power and Infrastructure Board (Amendm_4_14,"The Private Power and Infrastructure Board (Amendment) Bill, 2016",Government,4,14,Not Applicable,1,1,PML-N,Khawaja Muhammad Asif
"The Prime Minister’s Salary, Allowances and Privil_3_15","The Prime Minister’s Salary, Allowances and Privileges (Amendment) Bill, 2020
[Support]",Government,3,15,Not Applicable,1,1,PTI,Zaheer-ud-Din Babar Awan
"The Prime Ministers Salary, Allowances and Privile_3_15","The Prime Ministers Salary, Allowances and Privileges (Amendment) Bill, 2020
[Support]",Government,3,15,Not Applicable,1,1,PTI,Zaheer-ud-Din Babar Awan
The Price Control and Prevention of Profiteering a_5_15,"The Price Control and Prevention of Profiteering and Hoarding (Amendment) Bill, 2023
[Support]",Government,5,15,Not Applicable,1,1,PML,Ch. Tariq Bashir Cheema
The Price Control and Prevention of Profiteering a_5_15,The Price Control and Prevention of Profiteering and Hoarding (Amendment) Bill 2023,Government,5,15,Not Applicable,1,1,PML-N,Murtaza Javed Abbasi
"The Constitution (Amendment) Bill, 2018 (Amendment_5_14","The Constitution (Amendment) Bill, 2018 (Amendment in Article 91)
[Support]",Private,5,14,Not Applicable,1,1,JUI,Naeema Kishwar Khan
"The Constitution (Amendment) Bill, 2017 (Amendment_5_14","The Constitution (Amendment) Bill, 2017 (Amendment in Section 3 and 5 of the Article 51)",Government,5,14,Not Applicable,1,1,PML-N,Zahid Hamid Khan
"The Constitution (Amendment) Bill, 2017 (Amendment_5_14","The Constitution (Amendment) Bill, 2017 (Amendment in Article 51 and 59)
[Support]",Private,5,14,Not Applicable,1,1,PTI,Aaisha Gulalai
"The Constitution (Amendment) Bill, 2017 (Amendment_5_14","The Constitution (Amendment) Bill, 2017 (Amendment in Article 51 and 106)
[Support]",Private,5,14,Not Applicable,1,1,PML-N,Tariq Christopher Qaiser
"The Prevention of Trafficking in Persons Bill, 201_5_14","The Prevention of Trafficking in Persons Bill, 2018",Government,5,14,Not Applicable,1,1,PML-N,Ahsan Iqbal
The Prevention of Trafficking in Persons (Amendmen_1_16,"The Prevention of Trafficking in Persons (Amendment) Bill, 2025",Government,1,16,Not Applicable,1,1,IND,Syed Mohsin Raza Naqvi
"The Prevention of Smuggling of Migrants Bill, 2018_5_14","The Prevention of Smuggling of Migrants Bill, 2018
[Support]",Government,5,14,Not Applicable,1,1,PML-N,Ahsan Iqbal
"The Prevention of Smuggling of Migrants Bill, 2018_5_14","The Prevention of Smuggling of Migrants Bill, 2018",Government,5,14,Not Applicable,1,1,PML-N,Ahsan Iqbal
The Prevention of Smuggling of Migrants (Amendment_1_16,"The Prevention of Smuggling of Migrants (Amendment) Bill, 2025",Government,1,16,Not Applicable,1,1,IND,Syed Mohsin Raza Naqvi
The Prohibition of Smoking and Protection of Non-S_1_15,"The Prohibition of Smoking and Protection of Non-Smokers Health (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,1,1,PTI,Munawara Bibi Baloch
"The Prohibition of Corporal Punishment Bill, 2017
_4_14","The Prohibition of Corporal Punishment Bill, 2017
[Support]",Private,4,14,Not Applicable,1,1,PPPP,Dr. Azra Fazal Pecheho
The Privatization Commission (Amendment) Ordinance_1_16,"The Privatization Commission (Amendment) Ordinance, 2023
[Support]",Government,1,16,Not Applicable,1,1,PML-N,Azam Nazeer Tarar
"The Privatization Commission (Amendment) Bill, 202_1_16","The Privatization Commission (Amendment) Bill, 2024",Government,1,16,Not Applicable,1,1,IPP,Abdul Aleem Khan
"The Constitution (Amendment) Bill, 2017
[Support]_4_14","The Constitution (Amendment) Bill, 2017
[Support]",Private,4,14,Not Applicable,1,1,MQM,Kanwar Naveed Jamil
"The Constitution (Amendment) Bill, 2016 (Amendment_3_14","The Constitution (Amendment) Bill, 2016 (Amendment of Article 77)
[Support]",Private,3,14,Not Applicable,1,1,MQM,Sajid Ahmed
"The Constitution (Amendment) Bill, 2016 (Amendment_3_14","The Constitution (Amendment) Bill, 2016 (Amendment of Article 51)
[Support]",Private,3,14,Not Applicable,1,1,JUI,Naeema Kishwar Khan
"The Constitution (Amendment) Bill, 2016 (Amendment_3_14","The Constitution (Amendment) Bill, 2016 (Amendment of Article 156)
[Support]",Private,3,14,Not Applicable,1,1,MQM,Sajid Ahmed
"The Constitution (Amendment) Bill, 2016 (Amendment_3_14","The Constitution (Amendment) Bill, 2016 (Amendment of Article 106)
[Support]",Private,3,14,Not Applicable,1,1,JUI,Aasiya Nasir
"The Constitution (Amendment) Bill, 2016 (Amendment_4_14","The Constitution (Amendment) Bill, 2016 (Amendment in Articles 99 & 209, insertion of new Articles 204A, 204B, 204C, 211A & 211B)
[Support]",Private,4,14,Not Applicable,1,1,PTI,Nasir Khan Khattak
"The Constitution (Amendment) Bill, 2016 (Amendment_4_14","The Constitution (Amendment) Bill, 2016 (Amendment in Article 51)
[Support]",Private,4,14,Not Applicable,1,1,JUI,Naeema Kishwar Khan
"The Privatization Commission (Amendment) Bill, 202_3_15","The Privatization Commission (Amendment) Bill, 2020",Government,3,15,Not Applicable,1,1,PTI,Muhammad Mian Soomro
"The Privatization Commission (Amendment) Bill, 201_2_15","The Privatization Commission (Amendment) Bill, 2019
[Support]",Government,2,15,Not Applicable,1,1,PTI,Muhammad Mian Soomro
"The Privatization Commission (Amendment) Bill, 201_4_14","The Privatization Commission (Amendment) Bill, 2015
[Support]",Private,4,14,Not Applicable,1,1,PPPP,Dr. Azra Fazal Pecheho
The Private Power and Infrastructure Board (Amendm_5_15,"The Private Power and Infrastructure Board (Amendment) Bill, 2022
[Support]",Government,5,15,Not Applicable,1,1,PML-N,Khurram Dastgir Khan
The Private Power and Infrastructure Board (Amendm_5_15,"The Private Power and Infrastructure Board (Amendment) Bill, 2022",Government,5,15,Not Applicable,1,1,PML-N,Khurram Dastgir Khan
The Protection against Harassment of Women at the _1_15,"The Protection against Harassment of Women at the Workplace (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,1,1,PPPP,Mrs. Shahida Rehmani
The Protection against Harassment of Women at the _4_14,"The Protection against Harassment of Women at the Workplace (Amendment) Bill, 2016
[Support]",Private,4,14,Human Rights,1,1,MQM,Dr. Fouzia Hameed
The Protection Against Harassment of Women at the _4_15,"The Protection Against Harassment of Women at the Workplace (Amendment) Bill, 2021",Government,4,15,Not Applicable,1,1,PTI,Dr. Shireen Mehrunnisa Mazari
The Protection Against Harassment of Women at Work_1_14,"The Protection Against Harassment of Women at Workplace (Amendment) Bill, 2014
[Support]",Private,1,14,Human Rights,1,1,JUI,Aasiya Nasir
The Promotion and Protection of Gandhara Culture A_5_15,"The Promotion and Protection of Gandhara Culture Authority Bill, 2023 (II)",Private,5,15,Not Applicable,1,1,PTI,Dr. Ramesh Kumar Vankwani
"The Constitution (Amendment) Bill, 2015 (Amendment_2_14","The Constitution (Amendment) Bill, 2015 (Amendment in Article 260)
[Support]",Private,2,14,Not Applicable,1,1,PML-N,Dr. Ramesh Kumar Vankwani
"The Constitution (Amendment) Bill, 2014 (Amendment_2_14","The Constitution (Amendment) Bill, 2014 (Amendment in Article 53)
[Support]",Private,2,14,Not Applicable,1,1,PML-N,Muhammad Ijaz Ahmed Ch.
"The Constitution (Amendment) Bill, 2014 (Amendment_2_14","The Constitution (Amendment) Bill, 2014 (Amendment in Article 1)
[Support]",Private,2,14,Not Applicable,1,1,IND,Jamshaid Ahmad Dasti
"The Constitution (Amendment) Bill, 2015) (Amendmen_2_14","The Constitution (Amendment) Bill, 2015) (Amendment in Article 63A)
[Support]",Private,2,14,Not Applicable,1,1,PML-N,Dr. Ramesh Kumar Vankwani
"The Constitution (Amendment) Bill, 2015 (Insertion_3_14","The Constitution (Amendment) Bill, 2015 (Insertion of Article 19B)
[Support]",Private,3,14,Not Applicable,1,1,PTI,Munaza Hassan
"The Constitution (Amendment) Bill, 2015 (Insertion_3_14","The Constitution (Amendment) Bill, 2015 (Insertion of Article 19B)
[Support]",Private,3,14,"Law, Justice and Human Rights",1,1,PTI,Munaza Hassan
"The Constitution (Amendment) Bill, 2015 (Amendment_3_14","The Constitution (Amendment) Bill, 2015 (Amendment of Articles 68, 99, 204, 209 & 209A)
[Support]",Private,3,14,Not Applicable,1,1,PTI,Nasir Khan Khattak
"The Constitution (Amendment) Bill, 2015 (Amendment_3_14","The Constitution (Amendment) Bill, 2015 (Amendment of Article 25A)
[Support]",Private,3,14,Not Applicable,1,1,PML-N,Dr. Ramesh Kumar Vankwani
"The Constitution (Amendment) Bill, 2015 (Amendment_2_14","The Constitution (Amendment) Bill, 2015 (Amendment in Article 92)
[Support]",Private,2,14,Not Applicable,1,1,PML-N,Dr. Ramesh Kumar Vankwani
The Promotion and Protection of Gandhara Culture A_5_15,"The Promotion and Protection of Gandhara Culture Authority Bill, 2023
[Support]",Private,5,15,Not Applicable,1,1,PTI,Dr. Ramesh Kumar Vankwani
The Prohibition of forced Religious Conversion Bil_1_15,"The Prohibition of forced Religious Conversion Bill, 2019
[Support]",Private,1,15,Not Applicable,1,1,PPPP,Naveed Aamir
"The Compulsory Teaching of Holy Quran Bill, 2017
[_4_14","The Compulsory Teaching of Holy Quran Bill, 2017
[Support]",Government,4,14,Not Applicable,1,1,PML-N,Muhammad Baleegh-ur-Rehman
The Compulsory Solid Waste Management and Recyclin_4_14,"The Compulsory Solid Waste Management and Recycling Bill, 2017
[Support]",Private,4,14,Not Applicable,1,1,PML-N,Maj. Retd. Tahir Iqbal
The Compulsory Solid Waste Management and Recyclin_4_14,"The Compulsory Solid Waste Management and Recycling Bill, 2016
[Support]",Private,4,14,Not Applicable,1,1,PML-N,Maj. Retd. Tahir Iqbal
"The Protection of Pakistan (Amendment) Ordinance, _1_14","The Protection of Pakistan (Amendment) Ordinance, 2014 (No. I of 2014)
[Support]",Government,1,14,Interior and Narcotics Control,1,1,PML-N,Pervaiz Rashid
